,Make,Model,Vehicle Class,Engine Size(L),Cylinders,Transmission,Fuel Type,Fuel Consumption City (L/100 km),Fuel Consumption Hwy (L/100 km),Fuel Consumption Comb (L/100 km),Fuel Consumption Comb (mpg),CO2 Emissions(g/km)
2363,BUICK,LACROSSE FFV,MID-SIZE,3.6,6,AS6,Regular Gasoline,13.7,8.6,11.4,25,268
2364,BUICK,LACROSSE FFV,MID-SIZE,3.6,6,AS6,Ethanol (E85),18.7,12.4,15.8,18,260
2365,BUICK,LACROSSE eASSIST,MID-SIZE,2.4,4,AS6,Regular Gasoline,9.6,6.5,8.2,34,193
2366,BUICK,LACROSSE AWD FFV,MID-SIZE,3.6,6,AS6,Regular Gasoline,13.8,9.0,11.7,24,274
2367,BUICK,LACROSSE AWD FFV,MID-SIZE,3.6,6,AS6,Ethanol (E85),18.5,12.5,15.8,18,263
2368,BUICK,REGAL,MID-SIZE,2.0,4,AS6,Premium Gasoline,11.4,7.9,9.8,29,231
2369,BUICK,REGAL,MID-SIZE,2.0,4,M6,Premium Gasoline,11.6,7.6,9.8,29,230
2370,BUICK,REGAL eASSIST,MID-SIZE,2.4,4,AS6,Regular Gasoline,9.6,6.5,8.2,34,193
2371,BUICK,REGAL AWD,MID-SIZE,2.0,4,AS6,Premium Gasoline,12.4,8.7,10.7,26,252
2372,BUICK,VERANO,COMPACT,2.0,4,AS6,Premium Gasoline,11.4,7.9,9.8,29,231
2373,BUICK,VERANO,COMPACT,2.0,4,M6,Premium Gasoline,11.6,7.6,9.8,29,230
2374,BUICK,VERANO,COMPACT,2.4,4,AS6,Regular Gasoline,11.3,7.4,9.6,29,224
2375,CADILLAC,ATS,COMPACT,2.0,4,AS8,Premium Gasoline,10.5,7.6,9.2,31,215
2376,CADILLAC,ATS,COMPACT,2.0,4,M6,Premium Gasoline,12.0,8.1,10.3,27,240
2377,CADILLAC,ATS,COMPACT,2.5,4,AS8,Regular Gasoline,10.6,7.3,9.1,31,214
2378,CADILLAC,ATS,COMPACT,3.6,6,AS8,Regular Gasoline,11.6,7.9,9.9,29,233
2379,CADILLAC,ATS AWD,COMPACT,2.0,4,AS8,Premium Gasoline,10.8,7.8,9.4,30,221
2380,CADILLAC,ATS AWD,COMPACT,3.6,6,AS8,Regular Gasoline,12.2,8.5,10.5,27,247
2381,CADILLAC,ATS-V,COMPACT,3.6,6,AS8,Premium Gasoline,14.7,9.8,12.5,23,293
2382,CADILLAC,ATS-V,COMPACT,3.6,6,M6,Premium Gasoline,14.2,10.2,12.4,23,289
2383,CADILLAC,CT6,FULL-SIZE,2.0,4,AS8,Premium Gasoline,11.0,7.6,9.5,30,222
2384,CADILLAC,CT6 AWD,FULL-SIZE,3.0,6,AS8,Premium Gasoline,13.0,9.0,11.2,25,263
2385,CADILLAC,CT6 AWD,FULL-SIZE,3.6,6,AS8,Regular Gasoline,12.8,8.7,11.0,26,257
2386,CADILLAC,CTS,MID-SIZE,2.0,4,AS8,Premium Gasoline,11.0,7.6,9.5,30,221
2387,CADILLAC,CTS,MID-SIZE,3.6,6,AS8,Regular Gasoline,11.6,7.9,9.9,29,233
2388,CADILLAC,CTS AWD,MID-SIZE,2.0,4,AS8,Premium Gasoline,11.2,8.1,9.8,29,229
2389,CADILLAC,CTS AWD,MID-SIZE,3.6,6,AS8,Regular Gasoline,12.2,8.5,10.5,27,247
2390,CADILLAC,CTS Vsport,MID-SIZE,3.6,6,AS8,Premium Gasoline,14.7,9.8,12.5,23,293
2391,CADILLAC,CTS-V,MID-SIZE,6.2,8,AS8,Premium Gasoline,16.6,11.1,14.1,20,332
2392,CADILLAC,ESCALADE 4WD,SUV - STANDARD,6.2,8,A8,Premium Gasoline,16.0,11.2,13.9,20,325
2393,CADILLAC,SRX,SUV - STANDARD,3.6,6,AS6,Regular Gasoline,14.2,9.8,12.3,23,287
2394,CADILLAC,SRX AWD,SUV - STANDARD,3.6,6,AS6,Regular Gasoline,14.8,10.4,12.8,22,300
2395,CADILLAC,XTS,FULL-SIZE,3.6,6,AS6,Regular Gasoline,13.6,8.6,11.3,25,263
2396,CADILLAC,XTS AWD,FULL-SIZE,3.6,6,AS6,Regular Gasoline,13.9,8.9,11.6,24,273
2397,CADILLAC,XTS Vsport AWD,FULL-SIZE,3.6,6,AS6,Premium Gasoline,15.0,10.2,12.8,22,302
2398,CHEVROLET,CAMARO,COMPACT,2.0,4,AS8,Premium Gasoline,10.9,7.5,9.3,30,218
2399,CHEVROLET,CAMARO,COMPACT,2.0,4,M6,Premium Gasoline,11.4,7.9,9.8,29,229
2400,CHEVROLET,CAMARO,COMPACT,3.6,6,AS8,Regular Gasoline,12.3,8.5,10.6,27,248
2401,CHEVROLET,CAMARO,COMPACT,3.6,6,M6,Regular Gasoline,13.2,8.7,11.2,25,261
2402,CHEVROLET,CAMARO SS,COMPACT,6.2,8,AS8,Premium Gasoline,14.2,8.4,11.6,24,272
2403,CHEVROLET,CAMARO SS,COMPACT,6.2,8,M6,Premium Gasoline,14.3,9.4,12.1,23,284
2404,CHEVROLET,CITY EXPRESS,SPECIAL PURPOSE VEHICLE,2.0,4,AV,Regular Gasoline,9.7,9.0,9.4,30,220
2405,CHEVROLET,COLORADO,PICKUP TRUCK - SMALL,2.5,4,A6,Regular Gasoline,11.9,8.9,10.5,27,247
2406,CHEVROLET,COLORADO,PICKUP TRUCK - SMALL,2.5,4,M6,Regular Gasoline,12.2,9.1,10.8,26,253
2407,CHEVROLET,COLORADO,PICKUP TRUCK - SMALL,2.8,4,A6,Diesel,10.8,7.7,9.4,30,252
2408,CHEVROLET,COLORADO,PICKUP TRUCK - SMALL,3.6,6,A6,Regular Gasoline,13.0,9.2,11.3,25,265
2409,CHEVROLET,COLORADO 4WD,PICKUP TRUCK - SMALL,2.5,4,A6,Regular Gasoline,12.7,9.6,11.3,25,265
2410,CHEVROLET,COLORADO 4WD,PICKUP TRUCK - SMALL,2.8,4,A6,Diesel,12.0,8.2,10.3,27,277
2411,CHEVROLET,COLORADO 4WD,PICKUP TRUCK - SMALL,3.6,6,A6,Regular Gasoline,13.6,9.9,11.9,24,279
2412,CHEVROLET,CORVETTE,TWO-SEATER,6.2,8,AS8,Premium Gasoline,14.6,8.1,11.7,24,275
2413,CHEVROLET,CORVETTE,TWO-SEATER,6.2,8,M7,Premium Gasoline,13.7,8.2,11.2,25,263
2414,CHEVROLET,CORVETTE Z06,TWO-SEATER,6.2,8,AS8,Premium Gasoline,17.7,10.2,14.3,20,335
2415,CHEVROLET,CORVETTE Z06,TWO-SEATER,6.2,8,M7,Premium Gasoline,15.7,10.6,13.4,21,313
2416,CHEVROLET,CRUZE,COMPACT,1.4,4,AS6,Regular Gasoline,7.8,5.6,6.8,42,159
2417,CHEVROLET,CRUZE,COMPACT,1.4,4,M6,Regular Gasoline,8.2,5.8,7.1,40,167
2418,CHEVROLET,CRUZE PREMIER,COMPACT,1.4,4,AS6,Regular Gasoline,7.8,5.9,6.9,41,160
2419,CHEVROLET,CRUZE LIMITED,MID-SIZE,1.4,4,AS6,Regular Gasoline,9.1,6.3,7.8,36,184
2420,CHEVROLET,CRUZE LIMITED,MID-SIZE,1.4,4,M6,Regular Gasoline,9.0,6.2,7.8,36,182
2421,CHEVROLET,CRUZE LIMITED,MID-SIZE,1.8,4,AS6,Regular Gasoline,10.5,6.8,8.8,32,207
2422,CHEVROLET,CRUZE LIMITED,MID-SIZE,1.8,4,M6,Regular Gasoline,9.4,6.6,8.1,35,190
2423,CHEVROLET,CRUZE LIMITED ECO,MID-SIZE,1.4,4,A6,Regular Gasoline,9.0,6.1,7.7,37,181
2424,CHEVROLET,CRUZE LIMITED ECO,MID-SIZE,1.4,4,M6,Regular Gasoline,8.4,5.6,7.1,40,167
2425,CHEVROLET,EQUINOX,SUV - SMALL,2.4,4,A6,Regular Gasoline,10.5,7.3,9.1,31,214
2426,CHEVROLET,EQUINOX,SUV - SMALL,3.6,6,A6,Regular Gasoline,14.2,9.5,12.1,23,285
2427,CHEVROLET,EQUINOX FFV,SUV - SMALL,2.4,4,A6,Regular Gasoline,10.5,7.3,9.1,31,214
2428,CHEVROLET,EQUINOX FFV,SUV - SMALL,2.4,4,A6,Ethanol (E85),15.6,10.8,13.4,21,221
2429,CHEVROLET,EQUINOX AWD,SUV - SMALL,2.4,4,A6,Regular Gasoline,11.5,8.2,10.0,28,235
2430,CHEVROLET,EQUINOX AWD,SUV - SMALL,3.6,6,A6,Regular Gasoline,14.9,10.1,12.8,22,300
2431,CHEVROLET,EQUINOX AWD FFV,SUV - SMALL,2.4,4,A6,Regular Gasoline,11.5,8.2,10.0,28,235
2432,CHEVROLET,EQUINOX AWD FFV,SUV - SMALL,2.4,4,A6,Ethanol (E85),16.3,11.6,14.2,20,236
2433,CHEVROLET,EXPRESS 2500 PASSENGER,VAN - PASSENGER,6.0,8,A6,Regular Gasoline,22.0,14.9,18.8,15,441
2434,CHEVROLET,EXPRESS 3500 PASSENGER,VAN - PASSENGER,6.0,8,A6,Regular Gasoline,23.0,16.0,19.8,14,465
2435,CHEVROLET,IMPALA,FULL-SIZE,2.5,4,AS6,Regular Gasoline,10.6,7.5,9.2,31,215
2436,CHEVROLET,IMPALA FFV,FULL-SIZE,3.6,6,AS6,Regular Gasoline,12.5,8.2,10.6,27,248
2437,CHEVROLET,IMPALA FFV,FULL-SIZE,3.6,6,AS6,Ethanol (E85),17.0,11.5,14.5,19,239
2438,CHEVROLET,IMPALA DUAL FUEL,MID-SIZE,3.6,6,AS6,Regular Gasoline,13.9,9.3,11.9,24,272
2439,CHEVROLET,IMPALA DUAL FUEL,MID-SIZE,3.6,6,AS6,Natural Gas,15.2,9.5,12.7,22,213
2440,CHEVROLET,MALIBU,MID-SIZE,1.5,4,A6,Regular Gasoline,8.7,6.3,7.6,37,179
2441,CHEVROLET,MALIBU,MID-SIZE,2.0,4,AS8,Premium Gasoline,10.6,7.1,9.0,31,211
2442,CHEVROLET,MALIBU LIMITED,MID-SIZE,2.5,4,AS6,Regular Gasoline,10.0,7.0,8.6,33,202
2443,CHEVROLET,MALIBU HYBRID,MID-SIZE,1.8,4,AV,Regular Gasoline,5.0,5.1,5.1,55,122
2444,CHEVROLET,SILVERADO,PICKUP TRUCK - STANDARD,5.3,8,A6,Regular Gasoline,14.6,10.4,12.7,22,298
2445,CHEVROLET,SILVERADO,PICKUP TRUCK - STANDARD,6.2,8,A8,Premium Gasoline,16.1,11.4,14.0,20,328
2446,CHEVROLET,SILVERADO FFV,PICKUP TRUCK - STANDARD,4.3,6,A6,Regular Gasoline,13.5,10.0,11.9,24,280
2447,CHEVROLET,SILVERADO FFV,PICKUP TRUCK - STANDARD,4.3,6,A6,Ethanol (E85),19.3,14.4,17.1,17,284
2448,CHEVROLET,SILVERADO FFV,PICKUP TRUCK - STANDARD,5.3,8,A6,Regular Gasoline,14.6,10.4,12.7,22,298
2449,CHEVROLET,SILVERADO FFV,PICKUP TRUCK - STANDARD,5.3,8,A6,Ethanol (E85),19.9,14.0,17.2,16,286
2450,CHEVROLET,SILVERADO 4WD,PICKUP TRUCK - STANDARD,5.3,8,A6,Regular Gasoline,15.0,10.7,13.1,22,307
2451,CHEVROLET,SILVERADO 4WD,PICKUP TRUCK - STANDARD,6.2,8,A8,Premium Gasoline,16.3,11.6,14.2,20,332
2452,CHEVROLET,SILVERADO 4WD FFV,PICKUP TRUCK - STANDARD,4.3,6,A6,Regular Gasoline,14.2,10.7,12.6,22,296
2453,CHEVROLET,SILVERADO 4WD FFV,PICKUP TRUCK - STANDARD,4.3,6,A6,Ethanol (E85),20.3,15.3,18.1,16,301
2454,CHEVROLET,SILVERADO 4WD FFV,PICKUP TRUCK - STANDARD,5.3,8,A6,Regular Gasoline,15.0,10.7,13.1,22,306
2455,CHEVROLET,SILVERADO 4WD FFV,PICKUP TRUCK - STANDARD,5.3,8,A6,Ethanol (E85),20.5,14.4,17.8,16,295
2456,CHEVROLET,SILVERADO eASSIST 4WD,PICKUP TRUCK - STANDARD,5.3,8,A8,Regular Gasoline,14.4,11.2,13.0,22,304
2457,CHEVROLET,SONIC,COMPACT,1.4,4,AS6,Regular Gasoline,9.0,6.8,8.0,35,188
2458,CHEVROLET,SONIC,COMPACT,1.4,4,M6,Regular Gasoline,8.5,6.2,7.5,38,175
2459,CHEVROLET,SONIC,COMPACT,1.8,4,AS6,Regular Gasoline,9.6,6.7,8.3,34,195
2460,CHEVROLET,SONIC,COMPACT,1.8,4,M5,Regular Gasoline,9.0,6.8,8.0,35,187
2461,CHEVROLET,SONIC RS,COMPACT,1.4,4,AS6,Regular Gasoline,9.5,7.1,8.4,34,195
2462,CHEVROLET,SONIC RS,COMPACT,1.4,4,M6,Regular Gasoline,8.9,7.0,8.0,35,189
2463,CHEVROLET,SONIC 5,STATION WAGON - SMALL,1.4,4,AS6,Regular Gasoline,9.0,6.8,8.0,35,188
2464,CHEVROLET,SONIC 5,STATION WAGON - SMALL,1.4,4,M6,Regular Gasoline,8.5,6.2,7.5,38,175
2465,CHEVROLET,SONIC 5,STATION WAGON - SMALL,1.8,4,AS6,Regular Gasoline,9.6,6.7,8.3,34,195
2466,CHEVROLET,SONIC 5,STATION WAGON - SMALL,1.8,4,M5,Regular Gasoline,9.0,6.8,8.0,35,187
2467,CHEVROLET,SONIC 5 RS,STATION WAGON - SMALL,1.4,4,AS6,Regular Gasoline,9.5,7.1,8.4,34,195
2468,CHEVROLET,SONIC 5 RS,STATION WAGON - SMALL,1.4,4,M6,Regular Gasoline,8.9,7.0,8.0,35,189
2469,CHEVROLET,SPARK,SUBCOMPACT,1.4,4,AV,Regular Gasoline,7.6,5.7,6.7,42,157
2470,CHEVROLET,SPARK,SUBCOMPACT,1.4,4,M5,Regular Gasoline,7.8,5.8,6.9,41,162
2471,CHEVROLET,SUBURBAN,SUV - STANDARD,5.3,8,A6,Regular Gasoline,15.1,10.4,13.0,22,304
2472,CHEVROLET,SUBURBAN FFV,SUV - STANDARD,5.3,8,A6,Regular Gasoline,15.1,10.4,13.0,22,304
2473,CHEVROLET,SUBURBAN FFV,SUV - STANDARD,5.3,8,A6,Ethanol (E85),20.5,14.0,17.6,16,288
2474,CHEVROLET,SUBURBAN 4WD,SUV - STANDARD,5.3,8,A6,Regular Gasoline,15.4,10.8,13.3,21,312
2475,CHEVROLET,SUBURBAN 4WD FFV,SUV - STANDARD,5.3,8,A6,Regular Gasoline,15.4,10.8,13.3,21,312
2476,CHEVROLET,SUBURBAN 4WD FFV,SUV - STANDARD,5.3,8,A6,Ethanol (E85),22.2,15.3,19.1,15,317
2477,CHEVROLET,TAHOE,SUV - STANDARD,5.3,8,A6,Regular Gasoline,15.1,10.4,13.0,22,304
2478,CHEVROLET,TAHOE FFV,SUV - STANDARD,5.3,8,A6,Regular Gasoline,15.1,10.4,13.0,22,304
2479,CHEVROLET,TAHOE FFV,SUV - STANDARD,5.3,8,A6,Ethanol (E85),20.5,14.0,17.6,16,288
2480,CHEVROLET,TAHOE 4WD,SUV - STANDARD,5.3,8,A6,Regular Gasoline,15.2,10.8,13.2,21,310
2481,CHEVROLET,TAHOE 4WD FFV,SUV - STANDARD,5.3,8,A6,Regular Gasoline,15.2,10.8,13.2,21,310
2482,CHEVROLET,TAHOE 4WD FFV,SUV - STANDARD,5.3,8,A6,Ethanol (E85),20.9,14.5,18.0,16,300
2483,CHEVROLET,TRAVERSE,SUV - STANDARD,3.6,6,A6,Regular Gasoline,15.8,10.6,13.4,21,315
2484,CHEVROLET,TRAVERSE AWD,SUV - STANDARD,3.6,6,A6,Regular Gasoline,16.1,10.8,13.7,21,323
2485,CHEVROLET,TRAX,SUV - SMALL,1.4,4,AS6,Regular Gasoline,9.2,7.0,8.2,34,193
2486,CHEVROLET,TRAX,SUV - SMALL,1.4,4,M6,Regular Gasoline,9.1,6.9,8.1,35,190
2487,CHEVROLET,TRAX 4WD,SUV - SMALL,1.4,4,AS6,Regular Gasoline,9.7,7.6,8.7,32,205
2488,CHRYSLER,200 FFV,MID-SIZE,2.4,4,A9,Regular Gasoline,10.2,6.4,8.5,33,198
2489,CHRYSLER,200 FFV,MID-SIZE,2.4,4,A9,Ethanol (E85),13.6,8.5,11.3,25,186
2490,CHRYSLER,200 FFV,MID-SIZE,3.6,6,A9,Regular Gasoline,12.4,7.5,10.2,28,239
2491,CHRYSLER,200 FFV,MID-SIZE,3.6,6,A9,Ethanol (E85),16.5,10.1,13.6,21,225
2492,CHRYSLER,200 AWD FFV,MID-SIZE,3.6,6,A9,Regular Gasoline,12.8,8.1,10.7,26,250
2493,CHRYSLER,200 AWD FFV,MID-SIZE,3.6,6,A9,Ethanol (E85),16.9,10.8,14.1,20,232
2494,CHRYSLER,300,FULL-SIZE,3.6,6,A8,Regular Gasoline,12.4,7.7,10.3,27,240
2495,CHRYSLER,300 FFV,FULL-SIZE,3.6,6,A8,Regular Gasoline,12.4,7.7,10.3,27,240
2496,CHRYSLER,300 FFV,FULL-SIZE,3.6,6,A8,Ethanol (E85),16.8,10.3,13.9,20,229
2497,CHRYSLER,300 (MDS),FULL-SIZE,5.7,8,A8,Regular Gasoline,14.8,9.3,12.3,23,289
2498,CHRYSLER,300 AWD,FULL-SIZE,3.6,6,A8,Regular Gasoline,12.8,8.6,10.9,26,257
2499,CHRYSLER,300 AWD FFV,FULL-SIZE,3.6,6,A8,Regular Gasoline,12.8,8.6,10.9,26,257
2500,CHRYSLER,300 AWD FFV,FULL-SIZE,3.6,6,A8,Ethanol (E85),17.3,11.7,14.8,19,243
2501,CHRYSLER,TOWN & COUNTRY FFV,MINIVAN,3.6,6,A6,Regular Gasoline,14.1,9.5,12.0,24,282
2502,CHRYSLER,TOWN & COUNTRY FFV,MINIVAN,3.6,6,A6,Ethanol (E85),19.7,13.3,16.8,17,279
2503,DODGE,CHALLENGER,MID-SIZE,3.6,6,A8,Regular Gasoline,12.4,7.8,10.3,27,242
2504,DODGE,CHALLENGER,MID-SIZE,5.7,8,M6,Regular Gasoline,15.6,10.0,13.1,22,307
2505,DODGE,CHALLENGER,MID-SIZE,6.4,8,M6,Premium Gasoline,16.8,10.4,13.9,20,326
2506,DODGE,CHALLENGER (MDS),MID-SIZE,5.7,8,A8,Regular Gasoline,14.8,9.3,12.3,23,289
2507,DODGE,CHALLENGER (MDS),MID-SIZE,6.4,8,A8,Premium Gasoline,15.7,9.5,12.9,22,302
2508,DODGE,CHALLENGER SRT,MID-SIZE,6.4,8,M6,Premium Gasoline,16.8,10.4,13.9,20,326
2509,DODGE,CHALLENGER SRT (MDS),MID-SIZE,6.4,8,A8,Premium Gasoline,15.7,9.5,12.9,22,302
2510,DODGE,CHALLENGER SRT HELLCAT,MID-SIZE,6.2,8,A8,Premium Gasoline,17.6,10.7,14.5,19,339
2511,DODGE,CHALLENGER SRT HELLCAT,MID-SIZE,6.2,8,M6,Premium Gasoline,18.1,11.4,15.1,19,353
2512,DODGE,CHARGER,FULL-SIZE,3.6,6,A5,Regular Gasoline,13.7,8.9,11.5,25,271
2513,DODGE,CHARGER,FULL-SIZE,3.6,6,A8,Regular Gasoline,12.4,7.7,10.3,27,240
2514,DODGE,CHARGER FFV,FULL-SIZE,3.6,6,A5,Regular Gasoline,13.7,8.9,11.5,25,271
2515,DODGE,CHARGER FFV,FULL-SIZE,3.6,6,A5,Ethanol (E85),18.7,12.4,15.9,18,264
2516,DODGE,CHARGER FFV,FULL-SIZE,3.6,6,A8,Regular Gasoline,12.4,7.7,10.3,27,240
2517,DODGE,CHARGER FFV,FULL-SIZE,3.6,6,A8,Ethanol (E85),16.8,10.3,13.9,20,229
2518,DODGE,CHARGER (MDS),FULL-SIZE,5.7,8,A5,Regular Gasoline,15.7,9.6,12.9,22,302
2519,DODGE,CHARGER (MDS),FULL-SIZE,5.7,8,A8,Regular Gasoline,14.8,9.3,12.3,23,289
2520,DODGE,CHARGER (MDS),FULL-SIZE,6.4,8,A8,Premium Gasoline,15.7,9.5,12.9,22,302
2521,DODGE,CHARGER AWD,FULL-SIZE,3.6,6,A8,Regular Gasoline,12.8,8.6,10.9,26,257
2522,DODGE,CHARGER AWD FFV,FULL-SIZE,3.6,6,A8,Regular Gasoline,12.8,8.6,10.9,26,257
2523,DODGE,CHARGER AWD FFV,FULL-SIZE,3.6,6,A8,Ethanol (E85),17.3,11.7,14.8,19,243
2524,DODGE,CHARGER AWD (MDS),FULL-SIZE,5.7,8,A5,Regular Gasoline,16.1,10.0,13.4,21,313
2525,DODGE,CHARGER SRT (MDS),FULL-SIZE,6.4,8,A8,Premium Gasoline,15.7,9.5,12.9,22,302
2526,DODGE,CHARGER SRT HELLCAT,FULL-SIZE,6.2,8,A8,Premium Gasoline,17.6,10.7,14.5,19,339
2527,DODGE,DART,MID-SIZE,2.0,4,M6,Regular Gasoline,9.4,6.5,8.1,35,189
2528,DODGE,DART,MID-SIZE,2.4,4,A6,Regular Gasoline,10.1,6.8,8.6,33,202
2529,DODGE,DART,MID-SIZE,2.4,4,M6,Regular Gasoline,10.5,6.7,8.8,32,205
2530,DODGE,DART FFV,MID-SIZE,2.0,4,A6,Regular Gasoline,9.9,7.0,8.6,33,201
2531,DODGE,DART FFV,MID-SIZE,2.0,4,A6,Ethanol (E85),13.3,9.3,11.5,25,187
2532,DODGE,DART GT,MID-SIZE,2.4,4,A6,Regular Gasoline,10.6,7.5,9.2,31,215
2533,DODGE,DART GT,MID-SIZE,2.4,4,M6,Regular Gasoline,10.2,7.0,8.8,32,207
2534,DODGE,DART TURBO AERO,MID-SIZE,1.4,4,AM6,Regular Gasoline,8.4,5.9,7.3,39,171
2535,DODGE,DART TURBO AERO,MID-SIZE,1.4,4,M6,Regular Gasoline,8.5,5.8,7.3,39,171
2536,DODGE,DURANGO AWD,SUV - STANDARD,3.6,6,A8,Regular Gasoline,12.8,9.5,11.3,25,265
2537,DODGE,DURANGO AWD (MDS),SUV - STANDARD,5.7,8,A8,Regular Gasoline,16.7,10.7,14.0,20,329
2538,DODGE,GRAND CARAVAN FFV,MINIVAN,3.6,6,A6,Regular Gasoline,13.7,9.4,11.8,24,276
2539,DODGE,GRAND CARAVAN FFV,MINIVAN,3.6,6,A6,Ethanol (E85),19.2,13.1,16.4,17,269
2540,DODGE,JOURNEY,SUV - SMALL,2.4,4,A4,Regular Gasoline,12.7,9.1,11.1,25,260
2541,DODGE,JOURNEY FFV,SUV - SMALL,3.6,6,A6,Regular Gasoline,14.2,9.4,12.1,23,283
2542,DODGE,JOURNEY FFV,SUV - SMALL,3.6,6,A6,Ethanol (E85),18.9,12.9,16.2,17,270
2543,DODGE,JOURNEY AWD,SUV - SMALL,3.6,6,A6,Regular Gasoline,14.5,9.9,12.4,23,292
2544,DODGE,VIPER SRT,TWO-SEATER,8.4,10,M6,Premium Gasoline,19.2,11.3,15.6,18,364
2545,FIAT,500 CABRIO,MINICOMPACT,1.4,4,A6,Regular Gasoline,8.7,6.9,7.9,36,183
2546,FIAT,500 CABRIO,MINICOMPACT,1.4,4,M5,Regular Gasoline,7.9,6.3,7.2,39,168
2547,FIAT,500 HATCHBACK,MINICOMPACT,1.4,4,A6,Regular Gasoline,8.7,6.9,7.9,36,183
2548,FIAT,500 HATCHBACK,MINICOMPACT,1.4,4,M5,Regular Gasoline,7.6,5.9,6.8,42,160
2549,FIAT,500 HATCHBACK TURBO,MINICOMPACT,1.4,4,A6,Regular Gasoline,9.6,7.3,8.6,33,200
2550,FIAT,500 HATCHBACK TURBO,MINICOMPACT,1.4,4,M5,Regular Gasoline,8.5,6.9,7.8,36,183
2551,FIAT,500 ABARTH CABRIO,MINICOMPACT,1.4,4,A6,Regular Gasoline,9.6,7.3,8.6,33,200
2552,FIAT,500 ABARTH CABRIO,MINICOMPACT,1.4,4,M5,Regular Gasoline,8.5,6.9,7.8,36,183
2553,FIAT,500 ABARTH HATCHBACK,MINICOMPACT,1.4,4,A6,Regular Gasoline,9.6,7.3,8.6,33,200
2554,FIAT,500 ABARTH HATCHBACK,MINICOMPACT,1.4,4,M5,Regular Gasoline,8.5,6.9,7.8,36,183
2555,FIAT,500L,STATION WAGON - SMALL,1.4,4,A6,Regular Gasoline,10.6,7.8,9.4,30,218
2556,FIAT,500L,STATION WAGON - SMALL,1.4,4,AM6,Regular Gasoline,9.9,7.2,8.7,32,203
2557,FIAT,500L,STATION WAGON - SMALL,1.4,4,M6,Regular Gasoline,9.3,7.1,8.3,34,194
2558,FIAT,500X,SUV - SMALL,1.4,4,M6,Regular Gasoline,9.5,6.9,8.3,34,194
2559,FIAT,500X,SUV - SMALL,2.4,4,A9,Regular Gasoline,10.6,7.6,9.3,30,217
2560,FIAT,500X AWD,SUV - SMALL,2.4,4,A9,Regular Gasoline,11.0,7.9,9.6,29,224
2561,FORD,C-MAX HYBRID,FULL-SIZE,2.0,4,AV,Regular Gasoline,5.6,6.4,6.0,47,140
2562,FORD,EDGE,SUV - SMALL,2.0,4,AS6,Regular Gasoline,11.5,7.8,9.8,29,231
2563,FORD,EDGE (Start/Stop),SUV - SMALL,2.0,4,AS6,Regular Gasoline,11.3,7.9,9.8,29,228
2564,FORD,EDGE,SUV - SMALL,3.5,6,AS6,Regular Gasoline,13.4,9.0,11.4,25,268
2565,FORD,EDGE AWD,SUV - SMALL,2.0,4,AS6,Regular Gasoline,11.8,8.4,10.3,27,240
2566,FORD,EDGE AWD,SUV - SMALL,2.7,6,AS6,Regular Gasoline,13.6,9.8,11.9,24,278
2567,FORD,EDGE AWD,SUV - SMALL,3.5,6,AS6,Regular Gasoline,13.7,9.6,11.8,24,278
2568,FORD,ESCAPE,SUV - SMALL,1.6,4,AS6,Regular Gasoline,10.1,7.4,8.9,32,208
2569,FORD,ESCAPE,SUV - SMALL,2.0,4,AS6,Regular Gasoline,10.9,7.9,9.6,29,224
2570,FORD,ESCAPE,SUV - SMALL,2.5,4,AS6,Regular Gasoline,10.9,7.6,9.4,30,220
2571,FORD,ESCAPE AWD,SUV - SMALL,1.6,4,AS6,Regular Gasoline,10.5,7.9,9.4,30,220
2572,FORD,ESCAPE AWD,SUV - SMALL,2.0,4,AS6,Regular Gasoline,11.4,8.4,10.0,28,236
2573,FORD,EXPEDITION 4X4,SUV - STANDARD,3.5,6,AS6,Regular Gasoline,16.2,11.9,14.3,20,334
2574,FORD,EXPEDITION EL 4X4,SUV - STANDARD,3.5,6,AS6,Regular Gasoline,16.4,12.1,14.4,20,338
2575,FORD,EXPLORER,SUV - STANDARD,2.3,4,AS6,Regular Gasoline,12.6,8.5,10.8,26,253
2576,FORD,EXPLORER FFV,SUV - STANDARD,3.5,6,AS6,Regular Gasoline,13.9,9.6,12.0,24,280
2577,FORD,EXPLORER FFV,SUV - STANDARD,3.5,6,AS6,Ethanol (E85),18.7,12.9,16.1,18,264
2578,FORD,EXPLORER AWD,SUV - STANDARD,2.3,4,AS6,Regular Gasoline,13.1,9.1,11.3,25,265
2579,FORD,EXPLORER AWD,SUV - STANDARD,3.5,6,AS6,Regular Gasoline,14.9,10.7,13.0,22,305
2580,FORD,EXPLORER FFV AWD,SUV - STANDARD,3.5,6,AS6,Regular Gasoline,14.4,10.4,12.6,22,295
2581,FORD,EXPLORER FFV AWD,SUV - STANDARD,3.5,6,AS6,Ethanol (E85),19.7,14.1,17.2,16,282
2582,FORD,F-150,PICKUP TRUCK - STANDARD,2.7,6,AS6,Regular Gasoline,12.3,9.2,10.9,26,256
2583,FORD,F-150,PICKUP TRUCK - STANDARD,3.5,6,AS6,Regular Gasoline,13.5,9.8,11.9,24,278
2584,FORD,F-150 (Payload Pkg),PICKUP TRUCK - STANDARD,2.7,6,AS6,Regular Gasoline,13.1,9.8,11.2,25,263
